Film,Rating,Year,Budget,Actor.Group1,Actor.Group2,Director,Writer
2252191,5.8,2000,5000000,18,21,5.800000190734863,5.800000190734863
2252377,6.9,2006,4382756,0,22,6.900000095367432,6.900000095367432
2252405,8.5,2001,2271920,1,15,7.833333333333333,8.137500047683716
2252623,6.7,1945,193000,0,33,6.699999809265137,6.7124998569488525
2252657,8.4,1995,649120,1,25,7.53333314259847,7.0749999152289496
2252909,7.2,1982,5000000,2,38,6.383333325386047,6.687499940395355
2253281,6.4,2000,127500000,5,28,6.400000095367432,6.567333387533824
2253501,7.7,1990,3500000,0,15,6.7428571837288995,7.688888761732314
2253545,3.9,1999,45000000,27,9,3.9000000953674316,4.165000081062317
2253610,4.3,2009,6000000,16,1,4.300000190734863,5.075000087420145
2253758,6.7,2006,3469200,0,10,7.285714217594692,7.285714217594692
2253881,5.6,2005,3000000,29,18,4.649999976158142,5.599999904632568
2253983,6.8,1987,6000000,1,28,6.433333396911621,6.800000190734863
2253989,6,2004,25000000,6,37,6.150000095367432,6.21875
2254255,6.7,1974,2000000,1,29,6.699999809265137,6.487499833106995
2254599,1.9,2008,25000000,47,0,2.7166666388511658,3.644444372918871
2254611,5.1,2005,2980000,26,4,5.099999904632568,5.099999904632568
2254701,4.3,2008,20815200,45,3,4.550000190734863,4.550000190734863
2255803,8,2009,30000000,2,76,7.349999904632568,7.674999952316284
2255841,5.5,1998,15000000,44,12,5.5,6.333333412806193
2256037,6.9,2014,85000000,7,113,7.125,6.683333396911621
2256215,5.9,2002,27000000,19,27,5.900000095367432,6.111111217074924
2256786,6.7,2012,2312800,2,38,6.649999976158142,6.6499998569488525
2256896,6.6,2006,4200000,10,66,6.125,6.39166663090388
2257302,7.9,1989,6500000,1,39,6.692307655627911,6.774999976158142
2257519,4.8,2006,21000000,20,1,4.800000190734863,5.133333492279053
2257551,6.7,1997,5818626,2,39,5.949999809265137,6.699999809265137
2257887,6.2,1967,18000000,2,32,6.816666682561238,5.974999904632568
2257888,5.3,1998,71500000,26,19,5.583333412806193,5.741666674613953
2257978,6.2,2002,10000000,1,22,6.199999809265137,6.199999809265137
2258051,8,1965,11000000,0,41,7.650000035762787,7.874999960263571
2258585,6.9,2002,2000000,3,7,6.450000047683716,6.450000047683716
2258753,6.1,2009,4000000,4,63,5.799999952316284,6.099999904632568
2258865,8,2003,12915298,0,38,7.285714217594692,7.285714217594692
2259242,5.7,2009,10000000,15,1,5.699999809265137,6.063888850035491
2259297,6,1975,100000,2,52,6,6
2259614,6.5,2014,36000000,2,118,7,6.78333334128062
2259676,7.2,2002,2500000,1,16,6.933333396911621,7.75
2259738,7.4,2009,1156400,0,24,7.5,7.425000071525574
2260044,6,2005,50000000,20,73,6.8181819482283155,5.790000009536743
2260154,7.1,2011,16700000,2,29,7.833333333333333,7.377083361148834
2260378,6.8,1994,25000000,3,38,6.800000190734863,7.000000095367431
2260649,5.6,2010,25000000,16,6,5.599999904632568,6.314814797154178
2260742,6.7,2005,11000000,4,28,7.033333381017049,6.9774999737739565
2260903,5.6,1979,250000,29,1,5.599999904632568,5.599999904632568
2260997,3.5,2011,4841440,8,0,3.5,3.5
2261052,7.4,1973,1500000,0,13,7.399999936421712,7.1666666931576195
2261182,6.3,2001,50000000,6,20,6.460000038146973,6.322222338782417
2261642,7.1,2007,3000000,1,11,7.099999904632568,7.099999904632568
2261796,5.2,2008,1361655,4,1,5.5,5.224999904632568
2261903,4.6,2012,800000,18,2,4.599999904632568,4.599999904632568
2261921,8.1,2001,4500000,1,44,6.400000095367432,5.780000066757202
2262091,5.2,2005,60000000,7,12,5.199999809265137,5.939999914169311
2262135,6,2008,30000000,10,34,6.450000047683716,6.450000047683716
2262363,4.1,1993,3000000,25,6,4.099999904632568,4.099999904632568
2262708,6.9,2004,185000,1,33,6.900000095367432,6.900000095367432
2262932,6.1,2008,500000,0,23,6.1499998569488525,6.099999904632568
2263315,6.5,2008,5000000,3,19,6.5,6.016666690508524
2263459,6.8,2007,8000000,0,29,6.800000190734863,6.950000166893005
2263730,3.9,2011,5679800,12,1,3.9000000953674316,4.686111185285781
2263903,5.3,1991,15000000,25,8,5.4666666984558105,6.166666746139526
2263909,8.4,1944,927262,0,23,7.790476231347947,7.78067626123843
2263923,6.3,1999,70000000,13,51,6.420000076293945,6.8500001430511475
2264143,5.3,2001,24000000,31,13,5.666666666666667,5.6722223493787975
2264161,4.6,1997,30000000,30,6,5.639999961853027,5.024999976158142
2264341,7.5,2008,20000000,1,58,7.5,7.5
2264411,5,1999,5000000,9,7,5,5
2264753,6.5,2005,8000000,3,32,6.5,6.5
2264945,5.4,2001,30000000,36,14,6.137142821720668,5.6750000781483125
2264990,4.8,2000,9000000,31,9,4.800000190734863,4.800000190734863
2265074,6.2,1969,1600000,1,27,5.766666730244954,6.199999809265137
2265613,5,1965,300000,28,16,6.300000071525574,5.737500011920929
2265781,7.3,1962,1100000,0,32,7.425000071525574,7.043162472227699
2265873,8.5,1964,1800000,0,16,7.657142775399344,7.744444423251682
2265877,4.6,2000,12000000,82,11,6.669230717879075,5.75
2265959,7.7,1931,355000,1,21,7.4666666984558105,7.349691292385996
2265960,7.5,1958,122548.95,0,20,7.349999904632568,6.7277777724795875
2265965,6.4,1979,12164000,0,14,6.333333492279053,6.805555568801033
2265967,7.5,1992,40000000,0,36,6.92941177592558,6.692063452705504
2265979,4.9,2000,54000000,27,8,5.300000031789144,4.8000000317891445
2265984,3.6,2012,6475840,15,2,5.77272722937844,4.868611029121611
2266039,5.7,1995,30000000,36,28,6.912499904632568,6.347222103012933
2266089,6.6,2009,30000000,2,43,6.750000047683716,6.481249998013178
2266209,4.5,2012,3000000,43,7,4.75,4.5
2266225,3.8,2009,850000,14,1,3.799999952316284,3.799999952316284
2266301,7,1993,14000000,8,31,5.960000038146973,6.869999980926513
2266305,2.8,2009,45000000,13,2,4.350000023841858,3.6249999403953552
2266325,6,2002,60000000,8,45,6.225000023841858,5.80370369663945
2266338,3.3,2013,3100000,15,1,3.299999952316284,3.299999952316284
2266344,6.4,1996,57000000,1,13,5.960000038146973,6.1250001192092896
2266379,6.7,1981,18000000,0,17,6.699999809265137,6.541666666666666
2266389,7,1946,1900000,0,48,7,7.083333333333334
2266906,6.4,2008,1200000,6,10,6.400000095367432,6.400000095367432
2267031,5.9,2011,55000000,10,20,6.760000133514405,5.725000023841858
2267345,6.9,2005,32000000,5,48,6.900000095367432,6.839999961853027
2267376,6.6,2006,70000000,21,84,6.139999961853027,6.662499904632568
2267530,7.8,1990,12000000,0,142,7.8450000286102295,7.710000038146973
2267779,7,2012,50000000,1,32,6.799999952316284,6.5
2268098,7.1,1980,6500000,0,26,6.65555559264289,6.622222264607747
2268359,5.7,2008,40000000,53,29,5.450000047683716,6.024848420692213
2268499,8.6,2013,746488,0,7,8.600000381469727,8.600000381469727
2268517,6.9,1997,3500000,5,23,6.900000095367432,6.900000095367432
2268534,7.8,2011,15000000,0,25,6.7250001430511475,7.337500095367432
2268539,5.5,2011,50000000,27,14,5.300000031789144,5.350000023841858
2268552,4.3,2014,12000000,36,0,5.340000057220459,4.812500059604645
2268565,5.6,1999,8000000,26,11,4.899999936421712,5.599999904632568
2268851,7.5,2013,1520109.70539,0,41,7.5,7.450000047683716
2268884,2.3,2008,27000000,9,2,2.299999952316284,2.299999952316284
2269194,5.6,2000,16000000,8,13,5.599999904632568,6
2269390,5.6,2002,20000000,35,13,5.549999952316284,5.349999904632568
2270087,7,2012,16106700,0,45,6.780000114440918,6.666666726271312
2270509,6.6,2010,65000000,8,32,6.580000019073486,6.469999969005585
2270538,6.1,1990,9000000,1,28,6.01136361468922,6.204038405876894
2270632,6.9,1946,8000000,1,25,7.021428619112286,7.0914473831653595
2271030,6.5,2012,1286292,3,54,6.5,6.950000047683716
2271165,7.3,2005,12000000,1,26,7.300000190734863,7.210000157356262
2271182,7.3,1994,16000000,6,51,6.395535758563451,6.433333449893527
2271390,6.6,1984,40000000,3,33,7.330000019073486,7.018749952316284
2271403,7.2,1994,5159280,0,9,7.199999809265137,7.199999809265137
2271450,3.6,2000,45000000,18,3,4.333333333333333,4.783333328035142
2271459,4.9,2005,15000000,17,4,4.900000095367432,4.900000095367432
2271651,5.8,2003,40000000,15,21,6.360000038146973,5.633333524068196
2272021,6.4,1992,6505685,4,18,5.566666762034099,5.600000023841858
2272112,6.3,1991,17000000,2,30,6.400000095367432,5.754545471884987
2273178,6.6,1985,1800000,2,23,6.25,6.279761857574894
2273179,5.9,1986,1500000,25,7,6.25,6.279761857574894
2273204,6.2,2002,14987370,4,11,6.266666730244954,6.3166667222976685
2273757,6.4,2009,800000,0,13,6.75,6.75
2273758,7.1,2014,4629345,1,34,6.75,6.8666666348775225
2273810,7.6,2013,2500000,0,43,7.599999904632568,7.599999904632568
2273827,1.9,2006,5000000,23,0,1.899999976158142,1.899999976158142
2273883,5.8,2012,381527,27,2,5.800000190734863,6.275000095367432
2274226,7.9,1982,10500000,0,34,7.231250077486038,6.825000047683716
2274346,6.6,2008,80000000,18,139,6.53333322207133,6.599999904632568
2274555,8,2007,34692000,0,5,7.875,8
2274711,5.8,1974,7000000,27,36,6.366666793823242,6.4437501430511475
2274801,6.9,1999,2874605,1,28,6.900000095367432,6.900000095367432
2275013,7.5,1948,2503654,1,44,7.024999976158142,7.010416696468989
2275050,7.7,2007,37823750,1,39,6.950000047683716,7.133333206176758
2275089,7.2,2010,8000000,6,40,6.666666507720947,7.199999809265137
2275213,7.4,1969,400000,1,42,7.099999904632568,7.150000015894572
2275382,5.4,1977,520000,16,5,5.6200000762939455,4.466666738192241
2275429,6.1,2004,50000,3,29,6.549999952316284,6.549999952316284
2275439,6.8,1982,350000,5,20,6.800000190734863,6.800000190734863
2276301,6,1993,1800000,6,11,6,6
2276341,7.9,1994,18000000,2,76,7.046153875497671,6.900000095367432
2276376,5,1996,30000000,116,19,5,5.587499996026357
2276381,5.6,2012,1252870.5,10,4,5.599999904632568,5.833333253860474
2276580,6.9,2009,12000000,0,56,6.675000071525574,7.18333343664805
2276687,6.6,2010,80000000,4,68,6.542857101985386,6.90555551317003
2276723,6.8,1998,700000,4,40,6.800000190734863,5.900000095367432
2276736,8,2014,178000000,2,66,7.325000047683716,7.502499973773956
2276844,5.3,2005,25150000,41,10,5.300000190734863,5.300000190734863
2277037,6.1,1999,80000000,21,107,6.4749999443689985,6.048611104488373
2277138,6.5,2013,34692000,1,40,6.5,6.633333305517833
2277206,8,1990,20000000,0,58,7.046153875497671,7.362500051657358
2277302,2.2,1962,15000,12,0,2.200000047683716,2.200000047683716
2277692,7,2003,15000000,0,25,7,6.949999964237213
2278275,5.9,2007,8000000,24,15,5.900000095367432,5.900000095367432
2278425,7.3,2006,40000000,0,30,6.800000190734863,7.300000190734863
2278452,5.4,2002,30000000,10,9,4.300000071525574,5.400000095367432
2278457,7.3,1988,6000000,3,62,7.075000047683716,6.96052642872459
2278857,7,2006,3122280,0,10,7.400000095367432,7.400000095367432
2280389,6.5,2010,2.579484,0,13,7.150000095367432,6.5
2280704,2.5,2009,3107634,18,0,2.5,2.5
2282580,6.8,2002,1800000,2,45,6.800000190734863,6.800000190734863
2283056,7.5,1995,2428440,0,38,6.762499988079071,6.837499976158142
2283354,7.5,2001,4500000,0,28,7.025000035762787,6.60370370193764
2283828,5.4,2012,3000000,15,3,5.400000095367432,5.400000095367432
2284597,8.3,2006,15611400,0,25,7.025000035762787,7.011111153496636
2284740,7,2004,5782000,0,38,7,7
2285331,7.4,2005,3000000,0,6,7.400000095367432,7.2277778254614935
2286859,8.3,2009,2000000,1,22,7.700000047683716,7.700000047683716
2287478,7.5,1970,400000,0,43,7.519999980926514,7.519999980926514
2288458,7.3,1999,8000000,2,34,7.416666746139526,7.194444470935398
2288835,6.8,2008,13000000,6,18,7.350000023841858,6.9875001311302185
2288870,4.8,2005,43000000,15,8,6,5.466190588360741
2288941,6.7,2006,6938400,1,56,6.699999809265137,6.699999809265137
2289084,5.1,2011,10000000,3,5,6.099999904632568,4.960000038146973
2289178,5.3,2011,200000,17,7,5.300000190734863,6
2289279,6.9,2003,33000000,12,37,6.699999968210856,5.625
2289435,7.1,2002,1908816.6,0,12,7.3999998569488525,7.199999888737996
2289583,7.5,1998,25000000,0,47,6.9666666984558105,7.200000047683716
2289619,6.9,2007,55000000,1,53,6.9666666984558105,7.360000014305115
2289624,6.4,2005,57000000,9,87,7.066666762034099,7.100000023841858
2289696,6.3,2004,35000000,2,39,6.8500001430511475,6.383333444595337
2289819,7.5,2010,11564000,0,52,6.150000095367432,7.050000031789144
2289924,7.6,2001,2050138.5,0,14,7.099999904632568,7.0333333015441895
2290043,7.9,1960,3000000,0,47,7.900000095367432,7.950000166893005
2290236,5.6,2009,500000,8,7,5.599999904632568,5.599999904632568
2290439,5.3,2004,11500000,42,14,5.950000047683716,5.300000190734863
2290572,6.7,2013,115000000,10,48,7.349999904632568,7.349999904632568
2290911,6.7,2002,11000000,0,26,6.699999809265137,6.0249998569488525
2291538,6.1,2002,4500000,5,31,6.099999904632568,6.099999904632568
2291591,6.1,2007,6800000,1,10,6.099999904632568,6.099999904632568
2291705,6,2002,3500000,3,36,6,6
2291776,5.2,2013,11000000,35,25,5.199999809265137,5.199999809265137
2291811,5.5,2006,12000000,24,9,5.5,5.5
2292552,6,2001,2567499,0,36,6,6
2293729,5.1,2006,5000000,37,7,4.5,5.099999904632568
2293760,5.7,1999,83000000,15,29,6.142857142857143,5.933333237965901
2293835,6,2007,167049.4,6,24,6,6
2293872,6.9,2005,10000000,2,62,6.900000095367432,6.866666714350383
2293897,7.7,2012,7000000,2,49,7.1000001430511475,6.983333349227905
2293992,6.7,2013,110000000,4,32,6.75,6.699999809265137
2294081,6.3,2014,20000000,7,73,6.433333396911621,6.411111195882161
2294295,7.6,2001,68000000,1,58,7.266666650772095,7.216666579246521
2294324,7.3,1998,90000000,3,92,6.8181819482283155,7.300000190734863
2295086,5.5,2002,38000000,22,17,6.199999988079071,6.366666793823242
2295408,6.6,2011,500000,2,4,6.599999904632568,6.199999928474426
2295423,7.7,1973,850000,0,44,7.699999809265137,6.5
2295457,7.3,2009,15033200,1,41,6.650000095367432,6.9750001430511475
2295660,6.2,1999,66000000,0,20,6.5,6.420833215827034
2296035,6.4,1999,3000000,8,24,6.049999952316284,6.400000095367432
2296192,4.7,2004,40000000,28,6,6.383333325386047,4.699999809265137
2296367,6.7,2013,100000000,2,50,6.8666666348775225,6.643650686930097
2296411,2.3,2007,20000000,83,3,2.7166666388511658,3.644444372918871
2296560,3.1,2011,1340000,24,1,3.0999999046325684,3.0999999046325684
2296770,7.6,2002,20000000,1,22,7.599999904632568,6.757142952510288
2297029,6.1,2012,13876800,3,38,6.699999968210856,5.849999904632568
2297036,6,1996,100000000,14,48,5.920000076293945,6.146666653951009
2297041,7.4,1977,20000,0,19,7.330000019073486,7.4375
2297392,7.3,2000,52000000,4,43,6.705263137817383,6.9666666984558105
2297515,5.4,1987,3000000,14,7,5.400000095367432,5.400000095367432
2297526,5.4,1988,6000000,25,7,5.400000095367432,5.400000095367432
2298099,5.3,2012,1734600,8,3,5.300000190734863,5.300000190734863
2298721,5.6,1996,50000000,15,18,6.607692278348482,5.889697738073684
2298728,7.2,1981,6000000,3,39,6.607692278348482,6.28653839459786
2300006,6.1,2010,3662318.8,3,53,6.450000047683716,6.216666618982951
2300563,7.7,2007,305221.6,0,16,7.699999809265137,7.4624998569488525
2300628,6.3,1956,300000,0,21,6.1000001430511475,6.200000166893005
2300943,8.4,2004,20000000,0,16,7.224999904632568,7.993333133061728
2301382,8.2,2010,30522.16,0,4,8.199999809265137,8.199999809265137
2301403,7.1,2000,1900000,0,17,7.299999952316284,7.299999952316284
2301533,6.7,2004,10000000,10,32,6.699999809265137,6.699999809265137
2301761,7.7,1991,4356968,0,27,7.285714217594692,7.492857013429914
2301927,6.6,2004,25000000,9,46,6.599999904632568,6.352777785725063
2302078,6.6,2011,8094800,0,12,6.599999904632568,6.599999904632568
2302208,5.4,2007,175000000,56,55,6.225000023841858,5.72111111217075
2302381,7.3,1997,6000000,3,22,7.300000190734863,7.300000190734863
2302430,7,2002,10000000,0,32,6.420000076293945,7
2302569,6.7,1997,50000000,4,11,5.9666666984558105,6
2302671,6.9,1998,26000000,0,35,6.249999920527141,6.770833373069763
2303060,6.2,1978,5200000,2,50,6.199999809265137,6.199999809265137
2303149,5.9,2007,1100000,27,8,5.900000095367432,5.900000095367432
2303185,7.2,2009,21000000,1,43,6.724999904632568,7.2666666110356655
2303312,5.2,2009,720000,58,4,5.199999809265137,5.199999809265137
2303468,7.5,2005,7000000,0,29,7.5,7.5
2303499,6.5,2010,5000000,1,38,6.5,6.5
2303620,6.1,2006,1670494,7,11,6.099999904632568,6.099999904632568
2303701,5.1,2012,12464,16,1,5.099999904632568,5.099999904632568
2303736,5.5,2005,1800000,14,2,5.799999952316284,5.5
2303808,7.8,1987,3600000,0,19,6.750000047683716,6.806250125169754
2303834,5.5,1995,30887,64,1,4.450000047683716,5.150000015894572
2303929,3.6,1992,140000,8,1,4.200000047683716,4.200000047683716
2303964,5.6,1981,900000,14,8,5.599999904632568,5.599999904632568
2303972,4.6,2012,5000000,10,2,4.8999998569488525,4.7499998807907104
2303979,6.3,1996,55000000,8,100,7.257142952510288,6.785858713015162
2304217,6.3,2009,11564000,0,37,6.3500001430511475,6.337500154972076
2304413,5.2,1997,20000000,15,10,5.8999998569488525,6.144444359673393
2304653,6.4,1996,55000000,9,47,6.433333396911621,6.114285741533552
2304947,6.8,1999,25892657,2,13,6.950000047683716,6.920000076293945
2305051,5.4,2011,250574.1,19,2,5.400000095367432,5.400000095367432
2305082,5.3,2008,3750000,19,6,5.300000190734863,5.1000001430511475
2305235,3.7,1977,14000000,18,5,6.214285748345511,5.100000083446503
2305236,5.1,2004,50000000,12,6,5.772727186029607,5.852083285649617
2305389,3.7,2008,3500000,37,4,3.700000047683716,3.700000047683716
2306185,6.2,2009,8000000,7,14,7.049999952316284,7.049999952316284
2306260,6.5,2010,31000000,3,48,6.299999952316284,6.600000047683716
2306290,5.8,2011,2000000,2,1,6.5,6.5
2306467,6.1,1996,38000000,8,43,6.199999988079071,6.521428516932897
2306478,4.4,2002,40000000,20,3,5.625,4.683333396911621
2306762,6.1,1996,20000000,16,43,6.474999904632568,6.433333237965901
2306799,4.9,1999,15000000,35,8,5.3500001430511475,5.5000001192092896
2306961,4.9,2009,3700000,42,1,4.900000095367432,4.900000095367432
2307013,5.8,1981,800000,23,4,5.733333269755046,5.800000111262003
2307025,6.1,1978,7000000,2,34,6.699999928474426,6.478846079875261
2307103,7.3,1999,65000000,3,58,7.657142775399344,7.550000031789144
2307123,6.1,1981,8500000,1,26,6.066666603088379,6.099999904632568
2307258,4.7,2010,226942.5,11,4,4.699999809265137,4.699999809265137
2307391,6.4,1978,11000000,4,47,6.7399999618530275,5.935714291287707
2308085,3.9,1978,450000,3,1,3.9000000953674316,3.9000000953674316
2308202,8,2009,1800000,0,24,8,
2308278,7.2,2013,5782000,0,49,7.199999809265137,7.199999809265137
2308318,6.4,2006,7000000,14,49,6.433333237965901,6.433333396911621
2308333,6.6,2005,1000000,3,50,6.599999904632568,6.683333237965901
2308497,3.2,2010,450000,25,1,3.200000047683716,3.200000047683716
2308663,5.6,2006,50000000,33,15,5.549999952316284,6.266666571299235
2309080,7,2006,865940,0,53,7,7
2309124,5.9,1996,13000000,7,14,6.25,5.900000095367432
